"ComputerName","Manufacturer","Model","SerialNumber","OS","OSVersion","LastBootUp","CollectedOn"
"IF04-10","ASUS","System Product Name","System Serial Number","Microsoft Windows 11 Pro","10.0.26100","10/11/2025 8:34:28","2025-11-10T12:00:18"
